Albanian_BIN|Albanian, binary sort
Frisian_100_CS_AI_KS|Frisian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Frisian_100_CS_AI_KS_WS|Frisian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Frisian_100_CS_AS|Frisian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Frisian_100_CS_AS_WS|Frisian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Frisian_100_CS_AS_KS|Frisian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Frisian_100_CS_AS_KS_WS|Frisian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Frisian_100_CI_AI_SC|Frisian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Frisian_100_CI_AI_WS_SC|Frisian-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Frisian_100_CI_AI_KS_SC|Frisian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Frisian_100_CI_AI_KS_WS_SC|Frisian-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Frisian_100_CI_AS_SC|Frisian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Frisian_100_CI_AS_WS_SC|Frisian-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Frisian_100_CI_AS_KS_SC|Frisian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Frisian_100_CI_AS_KS_WS_SC|Frisian-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Frisian_100_CS_AI_SC|Frisian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Frisian_100_CS_AI_WS_SC|Frisian-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Frisian_100_CS_AI_KS_SC|Frisian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Frisian_100_CS_AI_KS_WS_SC|Frisian-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Frisian_100_CS_AS_SC|Frisian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Frisian_100_CS_AS_WS_SC|Frisian-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Frisian_100_CS_AS_KS_SC|Frisian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Frisian_100_CS_AS_KS_WS_SC|Frisian-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_BIN|Georgian-Modern-Sort, binary sort
Georgian_Modern_Sort_BIN2|Georgian-Modern-Sort, binary code point comparison sort
Georgian_Modern_Sort_CI_AI|Georgian-Modern-Sort, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_CI_AI_WS|Georgian-Modern-Sort, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_CI_AI_KS|Georgian-Modern-Sort, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_CI_AI_KS_WS|Georgian-Modern-Sort, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_CI_AS|Georgian-Modern-Sort, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_CI_AS_WS|Georgian-Modern-Sort, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_CI_AS_KS|Georgian-Modern-Sort, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_CI_AS_KS_WS|Georgian-Modern-Sort, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_CS_AI|Georgian-Modern-Sort, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_CS_AI_WS|Georgian-Modern-Sort, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_CS_AI_KS|Georgian-Modern-Sort, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_CS_AI_KS_WS|Georgian-Modern-Sort, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_CS_AS|Georgian-Modern-Sort, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_CS_AS_WS|Georgian-Modern-Sort, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_CS_AS_KS|Georgian-Modern-Sort, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_CS_AS_KS_WS|Georgian-Modern-Sort, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_100_BIN|Georgian-Modern-Sort-100, binary sort
Georgian_Modern_Sort_100_BIN2|Georgian-Modern-Sort-100, binary code point comparison sort
Georgian_Modern_Sort_100_CI_AI|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_100_CI_AI_WS|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_100_CI_AI_KS|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_100_CI_AI_KS_WS|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_100_CI_AS|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_100_CI_AS_WS|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_100_CI_AS_KS|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_100_CI_AS_KS_WS|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_100_CS_AI|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_100_CS_AI_WS|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_100_CS_AI_KS|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_100_CS_AI_KS_WS|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_100_CS_AS|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
Georgian_Modern_Sort_100_CS_AS_WS|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
Georgian_Modern_Sort_100_CS_AS_KS|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
Georgian_Modern_Sort_100_CS_AS_KS_WS|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
Georgian_Modern_Sort_100_CI_AI_SC|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CI_AI_WS_SC|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_100_CI_AI_KS_SC|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CI_AI_KS_WS_SC|Georgian-Modern-Sort-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_100_CI_AS_SC|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CI_AS_WS_SC|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_100_CI_AS_KS_SC|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CI_AS_KS_WS_SC|Georgian-Modern-Sort-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AI_SC|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AI_WS_SC|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AI_KS_SC|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AI_KS_WS_SC|Georgian-Modern-Sort-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AS_SC|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AS_WS_SC|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AS_KS_SC|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
Georgian_Modern_Sort_100_CS_AS_KS_WS_SC|Georgian-Modern-Sort-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
German_PhoneBook_BIN|German-PhoneBook, binary sort
German_PhoneBook_BIN2|German-PhoneBook, binary code point comparison sort
German_PhoneBook_CI_AI|German-PhoneBook, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_CI_AI_WS|German-PhoneBook, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_CI_AI_KS|German-PhoneBook, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_CI_AI_KS_WS|German-PhoneBook, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_CI_AS|German-PhoneBook, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_CI_AS_WS|German-PhoneBook, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_CI_AS_KS|German-PhoneBook, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_CI_AS_KS_WS|German-PhoneBook, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_CS_AI|German-PhoneBook, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_CS_AI_WS|German-PhoneBook, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_CS_AI_KS|German-PhoneBook, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_CS_AI_KS_WS|German-PhoneBook, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_CS_AS|German-PhoneBook, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_CS_AS_WS|German-PhoneBook, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_CS_AS_KS|German-PhoneBook, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_CS_AS_KS_WS|German-PhoneBook, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_100_BIN|German-PhoneBook-100, binary sort
German_PhoneBook_100_BIN2|German-PhoneBook-100, binary code point comparison sort
German_PhoneBook_100_CI_AI|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_100_CI_AI_WS|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_100_CI_AI_KS|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_100_CI_AI_KS_WS|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_100_CI_AS|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_100_CI_AS_WS|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_100_CI_AS_KS|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_100_CI_AS_KS_WS|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_100_CS_AI|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_100_CS_AI_WS|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_100_CS_AI_KS|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_100_CS_AI_KS_WS|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_100_CS_AS|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive
German_PhoneBook_100_CS_AS_WS|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive
German_PhoneBook_100_CS_AS_KS|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive
German_PhoneBook_100_CS_AS_KS_WS|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive
German_PhoneBook_100_CI_AI_SC|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CI_AI_WS_SC|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
German_PhoneBook_100_CI_AI_KS_SC|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CI_AI_KS_WS_SC|German-PhoneBook-100, case-insensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
German_PhoneBook_100_CI_AS_SC|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CI_AS_WS_SC|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
German_PhoneBook_100_CI_AS_KS_SC|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CI_AS_KS_WS_SC|German-PhoneBook-100, case-insensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
German_PhoneBook_100_CS_AI_SC|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CS_AI_WS_SC|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-insensitive, width-sensitive, supplementary characters
German_PhoneBook_100_CS_AI_KS_SC|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CS_AI_KS_WS_SC|German-PhoneBook-100, case-sensitive, accent-insensitive, kanatype-sensitive, width-sensitive, supplementary characters
German_PhoneBook_100_CS_AS_SC|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CS_AS_WS_SC|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-insensitive, width-sensitive, supplementary characters
German_PhoneBook_100_CS_AS_KS_SC|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-insensitive, supplementary characters
German_PhoneBook_100_CS_AS_KS_WS_SC|German-PhoneBook-100, case-sensitive, accent-sensitive, kanatype-sensitive, width-sensitive, supplementary characters
Greek_BIN|Greek, binary sort
